batch_id,cycles,temperature,sulfur_ppm,pH,ash,quality_score
BS078,9.0,798.4006913,1.14749881,9.463006814,2.619599913,86.76989446
BS079,9.0,799.899331,2.082863702,9.900306083,3.074487749,84.94234247
BS080,9.0,794.9753626,1.333387824,9.580262738,3.223866769,85.86248267
BS081,9.0,822.5770175,1.398894616,10.73353022,3.277423677,84.59015149
BS082,9.0,833.2837403,2.749389451,10.27210517,7.186694003,79.79181138
BS083,9.0,750.4258788,2.319248294,10.88153778,9.886143137,76.91307079
BS084,9.0,892.9554659,1.490968323,9.867574612,9.999422408,78.64203466
BS085,9.0,793.5050949,2.240820654,10.35508292,1.556827556,85.84726887
BS086,9.0,860.6032375,2.301804669,9.913219283,4.417500177,83.36747587
BS087,9.0,870.865389,1.903709586,10.72706525,3.310876816,84.05834835
BS088,9.0,841.7795941,2.726804492,10.44018339,8.029693544,78.80331857
BS089,9.0,766.3655827,2.971549166,10.23568542,6.147121254,80.64564416
BS090,9.0,885.9299247,3.048197186,10.66012674,4.007527626,82.28414845
BS091,9.0,833.9687259,1.841759655,9.61288482,0.410018828,88.1353367
BS092,9.0,861.9908608,2.416100671,10.3089837,9.475774939,77.79914069
BS093,9.0,854.4899713,2.92183202,9.540068478,7.749893848,79.78820565
BS094,9.0,830.9981271,1.148777127,9.029630163,4.511945844,85.30964687
BS095,9.0,827.3191761,1.839777265,9.334762036,3.719952984,85.10550772
BS096,9.0,797.1579656,2.379146029,9.809362718,9.433241508,78.37824975
BS097,9.0,784.1378242,1.758988229,10.2224386,1.555524306,86.46304887
BS098,9.0,816.5566811,2.95680659,10.67151953,9.123462944,77.24821094
BS099,9.0,834.9321147,2.408630603,10.69443969,6.857621542,80.03930817
BS100,9.0,789.7242409,2.225863235,10.45222609,9.390300411,77.93161026
BS101,9.0,791.8342676,1.689902944,10.50470751,9.911500093,77.89388945
BS102,9.0,762.3316528,2.396705913,10.73690969,5.496533243,81.36985115
BS103,9.0,887.2178713,2.979740628,9.156111443,1.184011024,86.68013691
BS104,9.0,776.239677,0.930983076,10.85473157,2.808379357,85.405906
BS105,9.0,827.3207534,2.013984361,10.48324732,6.204856369,81.29791195
BS106,9.0,811.8633146,2.052350658,10.21535976,2.256781333,85.47550825
BS107,9.0,850.6646813,0.92815904,9.571646476,9.290637413,80.20955707
BS108,9.0,854.3864056,1.297897408,10.36301588,8.912423546,79.42666317
BS109,9.0,878.2548459,2.014097993,9.212396668,0.960124001,87.81338134
BS110,9.0,864.9834576,1.849118492,10.58796907,1.314170354,86.24874208
BS111,9.0,833.7483258,1.537043631,10.64001335,9.431270177,78.39167284
BS112,9.0,799.6431642,2.432015102,10.8014347,3.8107123,82.9558379
BS113,9.0,803.4961625,2.400187463,9.543760045,2.507656803,85.54839569
BS114,9.0,860.6510502,3.075800785,9.106123268,5.615335668,82.20274028
BS115,9.0,797.9009226,2.578489994,9.336828771,6.161508756,81.92317248
BS116,9.0,782.1041355,1.700268178,10.65205681,6.994895539,80.65277947
BS117,9.0,842.7637373,1.254830511,10.2001804,8.167998855,80.37699023
BS118,9.0,879.8914618,2.445778623,9.766795678,8.529543207,79.25788249
BS119,9.0,896.0137313,1.523715938,9.817270112,7.665859668,80.99315428
BS120,9.0,879.1850229,1.619866343,10.69516655,7.254580335,80.43038677
BS121,9.0,806.6571058,1.019653188,10.35484671,3.128088106,85.497412
BS122,9.0,861.1700207,2.012129626,10.84046023,3.455949497,83.69146065
BS123,9.0,804.621751,2.802959156,9.57850741,2.066329967,85.55220347
BS124,9.0,805.1966893,1.479551782,9.566408539,7.787118633,81.16692105
BS125,9.0,802.9778558,1.484122328,9.477265993,8.93078372,80.10782796
BS126,9.0,815.7652844,1.47790344,10.58925116,4.281284648,83.65156075
BS127,9.0,840.5268304,1.475391229,9.527545051,4.917073544,84.07999018
BS128,9.0,857.8464988,0.93428136,10.52995522,5.633959752,82.90180367
BS129,9.0,849.1486317,1.23228298,10.5476393,3.645792488,84.57428523
BS130,9.0,868.2006748,2.776503468,9.472792575,4.407218087,83.34348587
BS131,9.0,866.2722603,2.921589285,9.529661049,8.037121699,79.51162797
BS132,9.0,888.8772396,2.668353432,10.32572184,4.312323913,82.69360082
BS133,9.0,750.6058394,2.098651981,10.70204446,3.126022438,84.07328112
BS134,9.0,873.137448,1.671947784,10.55469733,5.555920463,82.21743442
BS135,9.0,819.2732074,2.214595544,10.63694739,7.919878059,79.22857901
BS136,9.0,882.6219232,1.645387034,9.039553279,0.892395033,88.42266465
BS137,9.0,805.1765592,2.36986133,9.934744027,3.89882134,83.7965733
BS138,9.0,872.9071807,1.538452593,9.18378375,8.658222177,80.61954148
BS139,9.0,881.5219656,2.492058715,9.6351796,5.409384066,82.46337762
BS140,9.0,843.3487832,2.664655438,9.520183833,1.041562054,86.77359868
BS141,9.0,804.7087299,1.580627485,10.11947986,0.886155974,87.41373668
BS142,9.0,885.9623787,2.302248279,9.073400637,1.245696151,87.37865493
BS143,9.0,832.1954831,2.67520056,10.75379651,0.604953234,85.9660497
BS144,9.0,810.1467561,2.604727988,9.165631508,0.777503428,87.45213708
BS145,9.0,814.9668135,2.152366984,9.569419067,9.858289788,78.41992416
BS146,9.0,826.4279711,2.666991225,9.919527257,0.733817717,86.6796638
BS147,9.0,866.0476102,1.980973378,10.35333018,5.00954794,82.6561485
BS148,9.0,847.7902052,2.923124027,10.50477794,2.191230758,84.38086728
BS149,9.0,849.724637,2.764476587,9.559840944,9.191500713,78.48418176
BS150,9.0,809.5647889,3.002585242,10.09043011,0.779000728,86.12798392
BS151,9.0,784.1036809,1.727494883,10.26651107,1.561427146,86.4445669
BS152,9.0,853.8311559,1.215681499,10.41977591,8.497433925,79.86710867
BS153,9.0,887.5976701,2.819771826,9.777587264,0.384684975,87.01795594
BS154,9.0,852.9074478,2.191749856,10.59404367,6.802082104,80.41212437
BS155,9.0,820.0952691,1.377687063,10.50909534,7.177179316,80.93603828
BS156,9.0,884.0901054,1.248663256,9.643793744,9.103187137,80.00435586
BS157,9.0,872.7670784,3.064726176,10.64223376,7.544719048,78.74832102
BS158,9.0,799.4078884,2.098389213,9.40744104,6.909872443,81.5842973
BS159,9.0,786.699053,0.941182497,10.1103507,7.523145877,81.42532093
BS160,9.0,813.7383151,1.046134337,10.50669687,2.542429467,85.90473933
BS161,9.0,852.0670032,0.950658383,9.59440707,8.045006388,81.40992816
BS162,9.0,815.5309292,2.003453956,9.272769961,5.992072384,82.7317037
BS163,9.0,766.8732765,1.273833704,9.323930052,0.811150411,88.59108583
BS164,9.0,875.5855431,3.019707213,9.516132772,7.372277774,80.09188224
BS165,9.0,791.448439,1.409888942,10.2040909,4.822474503,83.56354566
BS166,9.0,869.0432354,2.08894278,10.32301404,6.536201223,81.05184196
BS167,9.0,772.5082901,2.971864953,10.84071473,9.381331179,76.80608914
BS168,9.0,779.8743871,3.007820221,9.701240306,9.723968405,77.56697107
BS169,9.0,763.6774694,1.452187251,9.541038554,1.53056386,87.47621034
BS170,9.0,855.4271575,2.691706817,9.769573224,7.122366522,80.41635344
BS171,9.0,814.0327835,2.676924137,10.01308566,9.157916936,78.15207327
BS172,9.0,782.1945279,1.007033887,10.09056896,0.322403976,88.57999318
BS173,9.0,847.0691004,2.048141109,10.69727061,6.52820608,80.7263822
BS174,9.0,875.6703335,2.274383071,9.17437562,1.144086448,87.40715486
BS175,9.0,768.9769304,2.985247589,10.22311867,8.63526336,78.15637038
BS176,9.0,750.1903325,2.607550944,9.851786266,4.423738794,83.116924
BS177,9.0,834.9743165,2.754071295,10.58610452,1.95331225,84.70651194
BS178,9.0,884.922912,1.488799167,9.303247012,0.532107905,88.67584592
BS179,9.0,818.1988736,2.616843854,9.090673034,7.782952635,80.50953048
BS180,9.0,757.7315828,2.472041305,9.844147813,9.056783395,78.62702749
BS181,9.0,807.6195717,0.944556614,9.333307118,8.770652267,80.951484
BS182,9.0,811.8678345,2.811561743,10.64733347,2.414978391,84.1261264
BS183,9.0,893.2192287,2.602589032,9.014170712,2.724223661,85.6590166
BS184,9.0,785.0752446,2.312985565,9.276670134,9.0255599,79.3847844
BS185,9.0,875.9169787,2.00248272,9.639751006,7.057728046,81.30003823
BS186,9.0,756.7409718,2.738670496,9.350172165,5.774331728,82.13682561
BS187,9.0,878.5682629,1.523048292,10.51634119,9.842136723,78.1184738
BS188,9.0,803.118758,2.582457681,9.786122258,1.783490323,85.84792974
BS189,9.0,799.1005367,2.807987103,9.784549287,0.397110191,87.01035342
BS190,9.0,807.7575516,1.810643013,10.05884639,2.09045406,86.04005654
BS191,9.0,806.0410071,2.790668703,9.726574689,5.736380683,81.74637593
BS192,9.0,833.5949057,2.208618926,9.206424871,3.867057579,84.71789862
BS193,9.0,810.9077712,1.205008076,9.809004661,6.935588672,82.05039859
BS194,9.0,755.2955818,2.305718217,9.045924684,7.501875795,81.1464813
BS195,9.0,850.9046354,1.598523049,10.38394341,4.448263907,83.56926963
BS196,9.0,879.7016532,1.659497547,9.826027934,5.292654309,83.22182021
BS197,9.0,873.8915645,1.66601365,10.86224872,3.40174492,84.06999271
BS198,9.0,820.5466788,2.016669664,9.988266468,8.412577016,79.58248685
BS199,9.0,784.5727604,1.740883481,10.0653779,2.320255138,85.87348348
BS200,9.0,845.0845507,1.299527466,10.27330224,5.324674247,83.10249605
BS201,9.0,804.6083534,2.860661062,9.674772107,5.079224688,82.38534214
BS202,9.0,881.8987469,2.877884629,9.284393446,8.279968586,79.55775334
BS203,9.0,802.3092618,0.986703166,9.945491595,0.677064844,88.3907404
BS204,9.0,859.7522322,1.605858212,10.18741018,4.053768383,84.15296323
BS205,9.0,829.1105418,1.593065704,9.931199769,1.507505269,86.96822926
BS206,9.0,820.2498866,1.142724225,9.916869365,6.051372709,82.8890337
BS207,9.0,899.1945604,1.96547195,9.325976931,3.133225983,85.57532514
BS208,9.0,866.0625678,1.254762961,9.421815799,7.36732167,81.95609957
BS209,9.0,817.2384807,2.908102262,9.893606276,8.644634326,78.55365714
BS210,9.0,782.2812623,1.478941543,9.84367724,7.633755801,81.04362542
BS211,9.0,776.1673846,1.786348106,9.472976682,5.488013407,83.25266181
BS212,9.0,812.7330785,1.517690329,10.66256392,5.158715666,82.66103009
BS213,9.0,766.3222593,2.414521597,9.16958713,3.893093015,84.52279826
BS214,9.0,889.1315002,2.026777102,9.678736035,5.896032253,82.39845461
BS215,9.0,782.8833421,2.368659949,9.98459143,8.213589467,79.43315915
BS216,9.0,870.3719816,2.13230915,10.00711739,4.518059477,83.34251398
BS217,9.0,861.3681217,1.163719349,9.477577643,8.096368995,81.26233401
BS218,9.0,868.0424653,2.093564909,9.954138281,0.937248822,87.01504799
BS219,9.0,869.4863162,2.642483384,10.11167316,4.590837153,82.6550063
BS220,9.0,774.8971385,0.992921838,10.8525428,9.785858701,78.36867666
BS221,9.0,846.0599054,2.700900119,9.294019997,9.377495723,78.62758416
BS222,9.0,810.2480411,2.743842363,10.39520565,5.666432815,81.19451917
BS223,9.0,860.9581655,1.297730463,10.7283287,2.883007135,85.0909337
BS224,9.0,827.1242019,1.84108721,10.77866319,5.696109193,81.68414041
BS225,9.0,882.5990837,3.080640738,9.741444146,3.566166828,83.61174829
BS226,9.0,794.6722034,1.243376172,9.741050812,7.87470366,81.14086936
BS227,9.0,809.6730025,1.62567071,9.864692346,4.683782288,83.82585466
BS228,9.0,833.8547163,0.910991527,9.622706466,3.465712372,86.00058964
BS229,9.0,863.4250551,1.276115616,9.858753465,6.777958467,82.08717245
BS230,9.0,795.4033594,2.53517883,10.63214159,4.942837509,81.88984207
BS231,9.0,823.0906991,2.092529279,10.72461743,7.200973122,79.98188017
BS232,9.0,790.4841698,2.412919156,10.18432851,4.59486128,82.80789105
BS233,9.0,881.8024413,1.004382066,9.669369914,2.836968419,86.4892796
BS234,9.0,771.8899295,2.599200058,10.87449625,4.649520293,81.8767834
BS235,9.0,872.459635,1.690065715,9.91211982,7.906429422,80.49138504
BS236,9.0,765.7986318,1.910361998,9.465280297,1.74860028,86.87575743
BS237,9.0,817.4646578,1.222074283,9.868824312,9.049525788,79.85957562
BS238,9.0,788.5276174,2.352350585,10.29761479,6.830456349,80.51957828
BS239,9.0,874.4731305,0.95066309,10.06650274,1.385663986,87.59717018
BS240,9.0,844.5059971,2.277876789,10.64778476,5.985666564,81.08867189
BS241,9.0,847.957174,2.986319665,10.46365265,9.284433884,77.2655938
BS242,9.0,855.018022,2.471151069,10.85171494,6.670020751,80.00711324
BS243,9.0,856.822805,1.068728517,9.931595756,3.554382812,85.44529292
BS244,9.0,886.4919918,2.423695846,10.47795491,8.833243497,78.26510575
BS245,9.0,752.5847491,1.401124358,9.065255676,7.513812917,82.01980705
BS246,9.0,805.4414785,2.056124951,9.214477424,8.41878675,80.31061088
BS247,9.0,764.2798228,2.563629348,10.68889742,5.415865295,81.33160794
BS248,9.0,896.2419823,1.270580172,10.33479745,4.902935739,83.49168664
BS249,9.0,821.8134547,1.496505713,10.08269405,4.304192612,84.11660763
BS250,9.0,764.7614376,2.69305831,9.849887979,5.532054591,81.92499912
BS251,9.0,855.5211318,2.514364616,9.426925267,1.883190253,86.17551986
BS252,9.0,858.0131336,2.84246132,10.48063301,3.633399752,83.04350592
BS253,9.0,765.4621001,1.262236085,10.39771579,5.891540385,82.44850774
BS254,9.0,831.0139161,1.361680508,10.69275776,1.697162157,86.24839958
BS255,9.0,781.8463912,1.485350915,9.32923231,3.467107532,85.71830924
BS256,9.0,861.3521909,2.357664216,10.32534549,2.397323843,84.91966645
BS257,9.0,878.1006475,0.978669211,9.704147416,8.269106376,81.048077
BS258,9.0,832.7938416,1.12993647,10.59523927,8.699450093,79.57537417
BS259,9.0,793.5999585,2.607676656,9.70018187,9.092198557,78.59994292
BS260,9.0,823.6646059,1.825942671,10.08420175,4.011591065,84.07826451
BS261,9.0,899.8932749,1.373601898,10.22461827,5.751300907,82.65047893
BS262,9.0,807.8901571,2.276052875,10.03250893,1.087096746,86.60434145
BS263,9.0,768.3290175,2.676879878,9.585660888,1.584175334,86.1532839
BS264,9.0,883.4418563,3.029437652,9.151657131,1.52619055,86.29271467
BS265,9.0,871.6443463,1.184499071,10.80732835,1.599410302,86.40876228
BS266,9.0,754.9225716,2.60334386,10.16727473,3.660943784,83.56843763
BS267,9.0,757.5785288,1.787372275,9.770142916,1.483777001,86.95870781
BS268,9.0,866.3919219,2.519045972,10.28447328,0.719425799,86.47705495
BS269,9.0,871.8290024,1.645396232,9.971545968,1.212229008,87.17082879
BS270,9.0,866.2252174,2.694784766,10.36246348,0.856833203,86.08591855
BS271,9.0,825.4789729,2.018198879,10.12635086,1.211944626,86.64350564
BS272,9.0,772.4779256,2.955860804,10.68414298,1.516261461,84.84373476
BS273,9.0,847.0147457,1.728651314,9.592403282,1.26032507,87.41862033
BS274,9.0,875.361882,1.896758189,10.62911224,6.676897002,80.79723257
BS275,9.0,837.1564084,1.889319353,10.08790745,9.804027867,78.21874533
BS276,9.0,796.26657,2.017936827,9.024608942,9.647173449,79.31028078
BS277,9.0,788.8329522,1.156510313,10.34053192,2.010037227,86.49292054
BS278,9.0,765.7176246,1.73311187,10.49154766,8.520288969,79.2550515
BS279,9.0,766.6206819,2.546096336,10.80883693,2.491944502,84.15312223
BS280,9.0,805.6996041,1.926703927,9.556199805,8.850022679,79.66707359
BS281,9.0,833.3372015,2.890981366,9.027135003,2.159919477,85.92196415
BS282,9.0,807.5112729,2.857727767,10.80242476,6.140451735,80.19939574
BS283,9.0,830.2835861,3.033260323,9.898361479,1.771210921,85.29716728
BS284,9.0,783.7978946,2.179878155,10.84573606,6.216867053,80.75751873
BS285,9.0,786.3193678,2.54876777,10.27491736,6.143828236,81.03248663
BS286,9.0,849.5825432,1.512496588,10.62891341,9.202899813,78.65569019
BS287,9.0,810.304048,2.566624536,9.285024638,1.094607372,87.05374345
BS288,9.0,829.1166658,1.119541176,10.09808813,7.896840032,80.88553066
BS289,9.0,885.2158109,1.495496386,9.038075268,0.433987891,89.03244046
BS290,9.0,841.8512277,1.071034783,10.41275527,2.274708731,86.24150122
BS291,9.0,804.7929673,2.010428745,10.40382295,4.094478517,83.49126979
BS292,9.0,771.6894889,3.094083076,9.237189813,6.721330419,80.94739669
BS293,9.0,817.5451443,1.019940899,9.567788809,2.125892718,87.28637757
BS294,9.0,809.3454294,1.608721281,10.77543008,0.781818287,86.83403035
BS295,9.0,808.9005025,1.900666989,10.30061581,7.176281714,80.62243549
BS296,9.0,810.8464288,1.068070697,9.817594158,8.794621769,80.31971338
BS297,9.0,847.6335964,2.890016067,9.238350589,9.003221923,78.86841142
BS298,9.0,811.6955779,2.79483086,10.18033763,5.543297041,81.48153447
BS299,9.0,783.9512388,1.834904916,10.67554638,7.013762308,80.4757864
BS300,9.0,892.6870198,2.435258206,9.66001829,4.324715293,83.58000821
BS301,9.0,814.809528,2.268068488,9.633099439,5.579901555,82.51893052
BS302,9.0,796.38068,2.449183314,10.29168113,0.269885307,86.98925025
BS303,9.0,792.8963204,2.357263704,10.17127748,5.287278332,82.18418048
BS304,9.0,864.91862,1.350747709,10.72800447,4.64938211,83.27186571
BS305,9.0,850.7450817,0.995262495,9.561666217,3.76589083,85.67718046
BS306,9.0,898.1361485,2.121884843,10.77233464,6.745392712,80.36038781
BS307,9.0,805.5082965,2.057403627,9.803698179,6.67291849,81.4659797
BS308,9.0,815.5940048,2.437219841,9.324387968,0.520967901,87.71742429
BS309,9.0,759.7701253,2.258871793,9.314761746,4.659348132,83.76701833
BS310,9.0,792.8834079,1.281682541,9.054777666,6.566163332,83.09737646
BS311,9.0,771.1792753,2.205486795,9.003830553,6.319732458,82.47095019
BS312,9.0,824.8186212,2.699698966,9.434060494,3.570836613,84.29540393
BS313,9.0,811.3870756,1.939588714,9.913762991,2.188745987,85.95790231
BS314,9.0,863.2757698,2.908212597,9.990276513,9.732406407,77.36910448
BS315,9.0,845.9367438,1.724895114,9.632273972,2.6475373,85.99529361
BS316,9.0,867.8067713,1.834009987,9.742181517,7.646180305,80.77762819
BS317,9.0,835.4134231,2.307238296,10.39633883,7.099244405,80.19717847
BS318,9.0,826.1373013,1.916834931,10.7701869,1.725906741,85.58707143
BS319,9.0,779.1929354,1.72084871,9.107691349,7.932613095,81.23884685
BS320,9.0,773.3614138,1.127250903,9.444285893,0.393681541,89.03478166
BS321,9.0,756.9209016,1.169610586,10.5228868,0.541457681,87.76604493
BS322,9.0,754.2804179,1.420346913,10.33488337,3.438267599,84.80650212
BS323,9.0,875.7112256,2.921515634,9.47044835,4.712129689,82.89590633
BS324,9.0,849.4952534,1.043013994,9.340083361,4.038822652,85.57807999
BS325,9.0,849.6235508,1.630960648,9.987981602,5.679697047,82.7013607
BS326,9.0,844.2936526,3.047631265,9.90584564,1.103317244,85.94320585
BS327,9.0,758.2812612,1.786123066,9.531365581,3.28229067,85.40022068
BS328,9.0,874.9906656,1.829317465,10.52539756,3.66018182,83.98510316
BS329,9.0,875.4649936,1.115890114,10.47898631,5.301496873,83.1036267
BS330,9.0,791.883471,1.548537093,10.54351942,4.59839696,83.30954653
BS331,9.0,751.7560208,2.576688348,10.2361466,9.432629285,77.75453577
BS332,9.0,778.1575359,2.983165291,9.558278694,8.204147116,79.2544089
BS333,9.0,778.1419867,2.324330951,10.77851233,7.964568417,78.9325883
BS334,9.0,898.9346483,1.576377646,9.720509754,1.56736709,87.13574551
BS335,9.0,834.6212719,1.083423603,9.826907032,3.00983709,86.07983228
BS336,9.0,795.3614584,1.226030179,10.89015961,8.521480839,79.36232937
BS337,9.0,781.8242171,2.036169126,10.7528343,7.364986563,79.84601001
BS338,9.0,860.2356583,0.905719343,10.74833258,1.708593312,86.63735477
BS339,9.0,839.7495663,1.07996134,9.228682065,9.864651867,79.82670473
BS340,9.0,830.6354876,2.579635878,9.742759258,8.148681589,79.52892328
BS341,9.0,862.4478143,1.093026921,9.329915221,0.417499006,89.15955885
BS342,9.0,878.3196401,1.473876164,9.11689543,3.347052407,86.062176
BS343,9.0,856.5296959,1.061837935,9.985366882,1.8940156,87.05877958
BS344,9.0,763.6815344,2.498791512,10.26706352,6.534645062,80.69949991
BS345,9.0,866.5885939,1.963919771,9.171680193,7.050081523,81.81431851
BS346,9.0,813.7269793,1.959093014,9.452949461,0.34990911,88.23804842
BS347,9.0,886.2000027,1.064160227,10.85463768,1.018418649,87.06278344
BS348,9.0,896.0927243,1.949728457,10.62139788,3.266112361,84.1627613
BS349,9.0,824.3076889,1.85725839,10.11994385,6.549355321,81.47344244
BS350,9.0,890.638379,1.269605872,9.456106102,2.370517188,86.90377084
BS351,9.0,754.9912351,1.051408782,9.33596916,2.284793675,87.32782838
BS352,9.0,769.4249463,1.269020814,9.448406239,6.812462666,82.47011028
BS353,9.0,751.7718581,2.223334368,10.44585102,3.494501621,83.83631299
BS354,9.0,874.5487226,1.55661107,9.822145944,7.538831728,81.08241126
BS355,9.0,756.4776014,2.509139906,9.53906155,9.979325869,77.97247268
BS356,9.0,895.1401108,2.256245873,9.003611557,7.94441005,80.79573252
BS357,9.0,875.5585631,2.213948084,9.399852657,0.741508976,87.64469028
BS358,9.0,761.6616353,1.707365847,9.639706224,1.859010464,86.79391747
BS359,9.0,779.7938199,2.150808347,9.686322206,7.159987507,81.00288194
BS360,9.0,780.5319877,1.551647302,10.52257525,8.699125021,79.22665243
BS361,9.0,889.4578667,2.4028317,10.44477691,9.256491204,77.89590019
BS362,9.0,850.8367623,2.195290607,10.48387127,8.6684667,78.65237142
BS363,9.0,893.6879773,1.523157907,10.10611666,4.724848496,83.64587694
BS364,9.0,790.0513934,1.823800484,10.14680897,1.680035119,86.34935543
BS365,9.0,802.7543099,2.094772669,10.02314849,2.814011661,85.06806718
BS366,9.0,886.749935,2.087102315,9.897003837,8.816140102,79.19975375
BS367,9.0,845.158091,2.687071882,10.52737027,3.763297964,83.02225988
BS368,9.0,844.2244642,2.519433535,9.312011813,8.829495113,79.33905954
BS369,9.0,847.4139048,1.583432464,10.20884011,3.707753002,84.49997442
